Country code,Country name,Series code,Series name,SCALE,Decimals,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
SWE,Sweden,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
SWZ,Swaziland,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
SXM,Sint Maarten (Dutch part),AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
SYC,Seychelles,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
SYR,Syrian Arab Republic,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,9.85,10.35,10.31,10.1,10.05,9.76,8.9,..,..
TCA,Turks and Caicos Islands,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
TCD,Chad,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
TGO,Togo,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
THA,Thailand,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
TJK,Tajikistan,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.93,15.03,15.02,14.78,..,..
TKM,Turkmenistan,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
TMP,Timor-Leste,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
TON,Tonga,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
TTO,Trinidad and Tobago,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.73,..,..,..,..,..,..,..
TUN,Tunisia,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,3.64,3.68,3.56,3.62,3.62,3.8,3.89,4.01,4.13,..,..
TUR,Turkey,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,12.66,12.83,12.65,12.65,12.88,13.2,13.33,13.4,..,..
TUV,Tuvalu,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
TZA,Tanzania,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
UGA,Uganda,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
UKR,Ukraine,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.27,5.27,5.27,5.26,..,..
UMC,Upper middle income,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
URY,Uruguay,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.16,1.07,1.21,1.17,..,..
USA,United States,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
UZB,Uzbekistan,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
VCT,St. Vincent and the Grenadines,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
VEN,"Venezuela, RB",AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
VIR,Virgin Islands (U.S.),AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
VNM,Vietnam,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
VUT,Vanuatu,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
WBG,West Bank and Gaza,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,4.34,4.32,4.09,4.09,4.05,4.36,4.63,4.62,..,..,..
WLD,World,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
WSM,Samoa,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
YEM,"Yemen, Rep.",AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,2.88,2,2.87,3.05,3.27,..,..,..,..,..
ZAF,South Africa,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
ZAR,"Congo, Dem. Rep.",AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
ZMB,Zambia,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
ZWE,Zimbabwe,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
TUV,Tuvalu,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
TZA,Tanzania,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,0.09,0.09,0.09,0.09,0.08,0.12,0.11,0.09,0.08,0.08,0.08,0.09,0.1,0.1,0.12,0.13,0.13,0.15,0.15,..,..,..
UGA,Uganda,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,0.05,0.05,0.05,0.04,0.04,0.05,0.05,0.05,0.06,0.06,0.06,0.07,0.07,0.06,0.07,0.08,0.09,0.11,0.12,..,..,..
UKR,Ukraine,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,..,..,12.3,10.47,8.61,8.66,8.08,6.74,6.55,6.69,6.52,6.61,6.61,7.37,7.23,7.2,7.01,7.07,6.99,..,..,..
UMC,Upper middle income,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,3.55,3.61,3.66,3.63,3.59,3.67,3.71,3.66,3.55,3.51,3.55,3.58,3.66,4.07,4.44,4.67,4.98,5.18,5.32,..,..,..
URY,Uruguay,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,1.28,1.45,1.64,1.41,1.27,1.42,1.68,1.71,1.74,2.04,1.61,1.54,1.4,1.39,1.7,1.75,2.01,1.8,2.5,..,..,..
USA,United States,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,19.55,19.25,19.01,19.88,19.87,19.67,19.84,20.18,19.75,19.81,19.54,18.91,18.89,18.85,18.99,18.92,18.47,18.51,17.94,..,..,..
UZB,Uzbekistan,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,..,..,5.32,5.4,4.96,4.43,4.44,4.3,4.89,4.81,4.87,4.89,5.02,4.8,4.61,4.19,4.35,4.31,4.57,..,..,..
VCT,St. Vincent and the Grenadines,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,0.75,0.71,0.78,0.95,1.12,1.22,1.26,1.26,1.53,1.56,1.46,1.66,1.73,1.79,1.79,1.82,1.85,1.85,1.85,..,..,..
VEN,"Venezuela, RB",EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,6.19,5.72,5.12,5.89,6.02,6.04,5.46,5.83,7.15,7.23,6.27,6.97,7.66,7.48,6.44,6,5.68,5.95,6.07,..,..,..
VIR,Virgin Islands (U.S.),EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
VNM,Vietnam,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,0.32,0.32,0.33,0.33,0.37,0.41,0.47,0.61,0.63,0.63,0.69,0.78,0.9,0.99,1.25,1.26,1.01,1.33,1.5,..,..,..
VUT,Vanuatu,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,0.48,0.44,0.43,0.41,0.4,0.39,0.49,0.5,0.47,0.47,0.44,0.44,0.43,0.44,0.43,0.26,0.22,0.36,0.4,..,..,..
WBG,West Bank and Gaza,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,..,..,..,..,..,..,..,0.15,0.22,0.23,0.27,0.44,0.36,0.38,0.54,0.77,0.61,0.61,0.52,..,..,..
WLD,World,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,4.27,4.27,4.13,4.07,4.09,4.12,4.15,4.17,4.1,4.01,4.06,4.11,4.09,4.23,4.4,4.52,4.61,4.64,..,..,..,..
WSM,Samoa,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,0.77,0.77,0.78,0.78,0.73,0.78,0.78,0.77,0.76,0.8,0.79,0.81,0.8,0.84,0.86,0.87,0.87,0.89,0.89,..,..,..
YEM,"Yemen, Rep.",EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,-0.25,0.81,1.09,0.68,0.78,0.74,0.95,0.95,0.73,0.81,0.83,0.89,0.84,0.89,0.94,0.97,0.98,1,1.03,..,..,..
ZAF,South Africa,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,9.47,9.64,8.85,9.14,9.38,9.04,8.97,9.07,8.88,8.64,8.38,8.08,7.64,8.26,8.88,8.65,8.5,8.98,8.93,..,..,..
ZAR,"Congo, Dem. Rep.",EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,0.11,0.1,0.09,0.08,0.06,0.07,0.07,0.06,0.05,0.05,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.05,..,..,..
ZMB,Zambia,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,0.31,0.3,0.3,0.29,0.28,0.24,0.2,0.25,0.24,0.18,0.18,0.18,0.18,0.19,0.19,0.2,0.19,0.14,0.15,..,..,..
ZWE,Zimbabwe,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,1.48,1.47,1.54,1.44,1.54,1.29,1.26,1.19,1.16,1.28,1.11,1,0.95,0.84,0.79,0.86,0.83,0.77,0.73,..,..,..
