year,state,month,number,date
2015,Rio,aug,414,1/1/15
2016,Rio,aug,1.111,1/1/16
2017,Rio,aug,819,1/1/17
1998,Rio,sep,60,1/1/98
1999,Rio,sep,19,1/1/99
2000,Rio,sep,27,1/1/00
2001,Rio,sep,2,1/1/01
2002,Rio,sep,226,1/1/02
2003,Rio,sep,828,1/1/03
2004,Rio,sep,431,1/1/04
2005,Rio,sep,189,1/1/05
2006,Rio,sep,444,1/1/06
2007,Rio,sep,573,1/1/07
2008,Rio,sep,97,1/1/08
2009,Rio,sep,39,1/1/09
2010,Rio,sep,250,1/1/10
2011,Rio,sep,449,1/1/11
2012,Rio,sep,113,1/1/12
2013,Rio,sep,290,1/1/13
2014,Rio,sep,224,1/1/14
2015,Rio,sep,222,1/1/15
2016,Rio,sep,628,1/1/16
2017,Rio,sep,343,1/1/17
1998,Rio,oct,169,1/1/98
1999,Rio,oct,56,1/1/99
2000,Rio,oct,10,1/1/00
2001,Rio,oct,13,1/1/01
2002,Rio,oct,10,1/1/02
2003,Rio,oct,360,1/1/03
2004,Rio,oct,680,1/1/04
2005,Rio,oct,83,1/1/05
2006,Rio,oct,160,1/1/06
2007,Rio,oct,21,1/1/07
2008,Rio,oct,135,1/1/08
2009,Rio,oct,148,1/1/09
2010,Rio,oct,95,1/1/10
2011,Rio,oct,74,1/1/11
2012,Rio,oct,91,1/1/12
2013,Rio,oct,104,1/1/13
2014,Rio,oct,110,1/1/14
2015,Rio,oct,70,1/1/15
2016,Rio,oct,93,1/1/16
2017,Rio,oct,101,1/1/17
1998,Rio,nov,28,1/1/98
1999,Rio,nov,103,1/1/99
2000,Rio,nov,18,1/1/00
2001,Rio,nov,49,1/1/01
2002,Rio,nov,117,1/1/02
2003,Rio,nov,121,1/1/03
2004,Rio,nov,161,1/1/04
2005,Rio,nov,227,1/1/05
2006,Rio,nov,27,1/1/06
2007,Rio,nov,13,1/1/07
2008,Rio,nov,14,1/1/08
2009,Rio,nov,4,1/1/09
2010,Rio,nov,90,1/1/10
2011,Rio,nov,117,1/1/11
2012,Rio,nov,74,1/1/12
2013,Rio,nov,110,1/1/13
2014,Rio,nov,68,1/1/14
2015,Rio,nov,30,1/1/15
2016,Rio,nov,105,1/1/16
2017,Rio,nov,137,1/1/17
1998,Rio,dec,605,1/1/98
1999,Rio,dec,1.11,1/1/99
2000,Rio,dec,80,1/1/00
2001,Rio,dec,80,1/1/01
2002,Rio,dec,45,1/1/02
2003,Rio,dec,98,1/1/03
2004,Rio,dec,99,1/1/04
2005,Rio,dec,35,1/1/05
2006,Rio,dec,15,1/1/06
2007,Rio,dec,25,1/1/07
2008,Rio,dec,32,1/1/08
2009,Rio,dec,15,1/1/09
2010,Rio,dec,103,1/1/10
2011,Rio,dec,69,1/1/11
2012,Rio,dec,38,1/1/12
2013,Rio,dec,62,1/1/13
2014,Rio,dec,31,1/1/14
2015,Rio,dec,42,1/1/15
2016,Rio,dec,79,1/1/16
1998,Rondonia,jan,0,1/1/98
1999,Rondonia,jan,1,1/1/99
2000,Rondonia,jan,0,1/1/00
2001,Rondonia,jan,0,1/1/01
2002,Rondonia,jan,6,1/1/02
2003,Rondonia,jan,62,1/1/03
2004,Rondonia,jan,30,1/1/04
2005,Rondonia,jan,99,1/1/05
2006,Rondonia,jan,16,1/1/06
2007,Rondonia,jan,33,1/1/07
2008,Rondonia,jan,4,1/1/08
2009,Rondonia,jan,17,1/1/09
2010,Rondonia,jan,18,1/1/10
2011,Rondonia,jan,1,1/1/11
2012,Rondonia,jan,2,1/1/12
2013,Rondonia,jan,7,1/1/13
2014,Rondonia,jan,12,1/1/14
2015,Rondonia,jan,30,1/1/15
2016,Rondonia,jan,93,1/1/16
2017,Rondonia,jan,44,1/1/17
1998,Rondonia,feb,0,1/1/98
1999,Rondonia,feb,1,1/1/99
2000,Rondonia,feb,6,1/1/00
2001,Rondonia,feb,2,1/1/01
2002,Rondonia,feb,8,1/1/02
2003,Rondonia,feb,10,1/1/03
2004,Rondonia,feb,12,1/1/04
2005,Rondonia,feb,42,1/1/05
2006,Rondonia,feb,17,1/1/06
2007,Rondonia,feb,8,1/1/07
2008,Rondonia,feb,7,1/1/08
2009,Rondonia,feb,1,1/1/09
2010,Rondonia,feb,9,1/1/10
2011,Rondonia,feb,2,1/1/11
2012,Rondonia,feb,9,1/1/12
2013,Rondonia,feb,8,1/1/13
2014,Rondonia,feb,5,1/1/14
2015,Rondonia,feb,22,1/1/15
2016,Rondonia,feb,88,1/1/16
2017,Rondonia,feb,10,1/1/17
1998,Rondonia,mar,0,1/1/98
1999,Rondonia,mar,8,1/1/99
2000,Rondonia,mar,9,1/1/00
2001,Rondonia,mar,0,1/1/01
2002,Rondonia,mar,1,1/1/02
2003,Rondonia,mar,13,1/1/03
2004,Rondonia,mar,20,1/1/04
2005,Rondonia,mar,17,1/1/05
2006,Rondonia,mar,15,1/1/06
2007,Rondonia,mar,20,1/1/07
2008,Rondonia,mar,2,1/1/08
2009,Rondonia,mar,12,1/1/09
2010,Rondonia,mar,11,1/1/10
2011,Rondonia,mar,6,1/1/11
2012,Rondonia,mar,6,1/1/12
2013,Rondonia,mar,23,1/1/13
2014,Rondonia,mar,13,1/1/14
2015,Rondonia,mar,15,1/1/15
2016,Rondonia,mar,25,1/1/16
2017,Rondonia,mar,21,1/1/17
1998,Rondonia,apr,0,1/1/98
1999,Rondonia,apr,3,1/1/99
2000,Rondonia,apr,0,1/1/00
2001,Rondonia,apr,0,1/1/01
2002,Rondonia,apr,3,1/1/02
2003,Rondonia,apr,10,1/1/03
2004,Rondonia,apr,14,1/1/04
2005,Rondonia,apr,7,1/1/05
2006,Rondonia,apr,0,1/1/06
2007,Rondonia,apr,0,1/1/07
2008,Rondonia,apr,8,1/1/08
2009,Rondonia,apr,3,1/1/09
2010,Rondonia,apr,19,1/1/10
2011,Rondonia,apr,8,1/1/11
2012,Rondonia,apr,12,1/1/12
2013,Rondonia,apr,9,1/1/13
2014,Rondonia,apr,15,1/1/14
2015,Rondonia,apr,15,1/1/15
2016,Rondonia,apr,59,1/1/16
2017,Rondonia,apr,19,1/1/17
1998,Rondonia,may,0,1/1/98
1999,Rondonia,may,3,1/1/99
2000,Rondonia,may,13,1/1/00
2001,Rondonia,may,5,1/1/01
2002,Rondonia,may,10,1/1/02
2003,Rondonia,may,21,1/1/03
2004,Rondonia,may,9,1/1/04
2005,Rondonia,may,38,1/1/05
2006,Rondonia,may,7,1/1/06
2007,Rondonia,may,4,1/1/07
2008,Rondonia,may,1,1/1/08
2009,Rondonia,may,6,1/1/09
2010,Rondonia,may,41,1/1/10
2011,Rondonia,may,54,1/1/11
2012,Rondonia,may,22,1/1/12
2013,Rondonia,may,9,1/1/13
2014,Rondonia,may,28,1/1/14
2015,Rondonia,may,13,1/1/15
2016,Rondonia,may,44,1/1/16
2017,Rondonia,may,31,1/1/17
1998,Rondonia,jun,26,1/1/98
1999,Rondonia,jun,10,1/1/99
2000,Rondonia,jun,54,1/1/00
2001,Rondonia,jun,31,1/1/01
2002,Rondonia,jun,141,1/1/02
2003,Rondonia,jun,74,1/1/03
2004,Rondonia,jun,151,1/1/04
2005,Rondonia,jun,153,1/1/05
2006,Rondonia,jun,40,1/1/06
2007,Rondonia,jun,71,1/1/07
2008,Rondonia,jun,11,1/1/08
2009,Rondonia,jun,13,1/1/09
2010,Rondonia,jun,44,1/1/10
2011,Rondonia,jun,130,1/1/11
2012,Rondonia,jun,32,1/1/12
2013,Rondonia,jun,22,1/1/13
2014,Rondonia,jun,92,1/1/14
2015,Rondonia,jun,119,1/1/15
2016,Rondonia,jun,170,1/1/16
2017,Rondonia,jun,192,1/1/17
1998,Rondonia,jul,365,1/1/98
1999,Rondonia,jul,135,1/1/99
2000,Rondonia,jul,117,1/1/00
2001,Rondonia,jul,74,1/1/01
2002,Rondonia,jul,539,1/1/02
2003,Rondonia,jul,516,1/1/03
2004,Rondonia,jul,1.233,1/1/04
2005,Rondonia,jul,798,1/1/05
2006,Rondonia,jul,314,1/1/06
2007,Rondonia,jul,187,1/1/07
2008,Rondonia,jul,138,1/1/08
2009,Rondonia,jul,110,1/1/09
2010,Rondonia,jul,747,1/1/10
2011,Rondonia,jul,293,1/1/11
2012,Rondonia,jul,205,1/1/12
2013,Rondonia,jul,117,1/1/13
2014,Rondonia,jul,192,1/1/14
2015,Rondonia,jul,423,1/1/15
2016,Rondonia,jul,969,1/1/16
2017,Rondonia,jul,1.28,1/1/17
1998,Rondonia,aug,2.254,1/1/98
1999,Rondonia,aug,1.976,1/1/99
2000,Rondonia,aug,2.197,1/1/00
2001,Rondonia,aug,2.132,1/1/01
2002,Rondonia,aug,3.465,1/1/02
2003,Rondonia,aug,7.06,1/1/03
2004,Rondonia,aug,6.893,1/1/04
2005,Rondonia,aug,6.672,1/1/05
2006,Rondonia,aug,3.124,1/1/06
2007,Rondonia,aug,4.786,1/1/07
2008,Rondonia,aug,1.251,1/1/08
2009,Rondonia,aug,484,1/1/09
2010,Rondonia,aug,4.388,1/1/10
2011,Rondonia,aug,1.161,1/1/11
2012,Rondonia,aug,2.209,1/1/12
2013,Rondonia,aug,885,1/1/13
2014,Rondonia,aug,3.038,1/1/14
2015,Rondonia,aug,3.762,1/1/15
2016,Rondonia,aug,3.675,1/1/16
2017,Rondonia,aug,4.287,1/1/17
1998,Rondonia,sep,3.753,1/1/98
1999,Rondonia,sep,3.062,1/1/99
2000,Rondonia,sep,2.438,1/1/00
2001,Rondonia,sep,1.927,1/1/01
2002,Rondonia,sep,7.067,1/1/02
2003,Rondonia,sep,6.89,1/1/03
2004,Rondonia,sep,13.05,1/1/04
2005,Rondonia,sep,13.972,1/1/05
2006,Rondonia,sep,9.92,1/1/06
2007,Rondonia,sep,6.832,1/1/07
2008,Rondonia,sep,3.726,1/1/08
2009,Rondonia,sep,1.869,1/1/09
2010,Rondonia,sep,4.893,1/1/10
2011,Rondonia,sep,1.782,1/1/11
2012,Rondonia,sep,2.471,1/1/12
2013,Rondonia,sep,1.776,1/1/13
2014,Rondonia,sep,2.8,1/1/14
2015,Rondonia,sep,6.129,1/1/15
2016,Rondonia,sep,4.208,1/1/16
2017,Rondonia,sep,5.638,1/1/17
1998,Rondonia,oct,483,1/1/98
1999,Rondonia,oct,1.884,1/1/99
2000,Rondonia,oct,644,1/1/00
2001,Rondonia,oct,796,1/1/01
2002,Rondonia,oct,3.554,1/1/02
2003,Rondonia,oct,4.962,1/1/03
2004,Rondonia,oct,3.094,1/1/04
2005,Rondonia,oct,2.559,1/1/05
2006,Rondonia,oct,1.148,1/1/06
2007,Rondonia,oct,2.023,1/1/07
2008,Rondonia,oct,1.482,1/1/08
2009,Rondonia,oct,1.444,1/1/09
2010,Rondonia,oct,1.307,1/1/10
2011,Rondonia,oct,822,1/1/11
2012,Rondonia,oct,1.229,1/1/12
2013,Rondonia,oct,555,1/1/13
2014,Rondonia,oct,1.063,1/1/14
2015,Rondonia,oct,2.598,1/1/15
2016,Rondonia,oct,1.844,1/1/16
2017,Rondonia,oct,2.19,1/1/17
1998,Rondonia,nov,3,1/1/98
1999,Rondonia,nov,41,1/1/99
2000,Rondonia,nov,13,1/1/00
2001,Rondonia,nov,91,1/1/01
2002,Rondonia,nov,639,1/1/02
2003,Rondonia,nov,526,1/1/03
2004,Rondonia,nov,452,1/1/04
2005,Rondonia,nov,465,1/1/05
2006,Rondonia,nov,253,1/1/06
2007,Rondonia,nov,53,1/1/07
2008,Rondonia,nov,78,1/1/08
2009,Rondonia,nov,128,1/1/09
2010,Rondonia,nov,238,1/1/10
2011,Rondonia,nov,245,1/1/11
2012,Rondonia,nov,174,1/1/12
2013,Rondonia,nov,108,1/1/13
2014,Rondonia,nov,202,1/1/14
2015,Rondonia,nov,1.002,1/1/15
2016,Rondonia,nov,401,1/1/16
2017,Rondonia,nov,372,1/1/17
1998,Rondonia,dec,33,1/1/98
1999,Rondonia,dec,0,1/1/99
2000,Rondonia,dec,7,1/1/00
2001,Rondonia,dec,1,1/1/01
2002,Rondonia,dec,91,1/1/02
2003,Rondonia,dec,214,1/1/03
2004,Rondonia,dec,208,1/1/04
2005,Rondonia,dec,36,1/1/05
2006,Rondonia,dec,4,1/1/06
2007,Rondonia,dec,6,1/1/07
2008,Rondonia,dec,2,1/1/08
2009,Rondonia,dec,9,1/1/09
2010,Rondonia,dec,158,1/1/10
2011,Rondonia,dec,37,1/1/11
2012,Rondonia,dec,50,1/1/12
2013,Rondonia,dec,143,1/1/13
2014,Rondonia,dec,144,1/1/14
2015,Rondonia,dec,282,1/1/15
2016,Rondonia,dec,148,1/1/16
1998,Roraima,jan,0,1/1/98
1999,Roraima,jan,15,1/1/99
2000,Roraima,jan,18,1/1/00
2001,Roraima,jan,101,1/1/01
2002,Roraima,jan,302,1/1/02
2003,Roraima,jan,547,1/1/03
2004,Roraima,jan,355,1/1/04
2005,Roraima,jan,106,1/1/05
2006,Roraima,jan,70,1/1/06
2007,Roraima,jan,194,1/1/07
2008,Roraima,jan,245,1/1/08
2009,Roraima,jan,45,1/1/09
2010,Roraima,jan,351,1/1/10
2011,Roraima,jan,225,1/1/11
2012,Roraima,jan,217,1/1/12
2013,Roraima,jan,397,1/1/13
2014,Roraima,jan,355,1/1/14
2015,Roraima,jan,330,1/1/15
2016,Roraima,jan,1.754,1/1/16
2017,Roraima,jan,108,1/1/17
1998,Roraima,feb,0,1/1/98
1999,Roraima,feb,20,1/1/99
2000,Roraima,feb,57,1/1/00
2001,Roraima,feb,646,1/1/01
2002,Roraima,feb,476,1/1/02
2003,Roraima,feb,767,1/1/03
2004,Roraima,feb,259,1/1/04
2005,Roraima,feb,105,1/1/05
2006,Roraima,feb,283,1/1/06
2007,Roraima,feb,796,1/1/07
2008,Roraima,feb,138,1/1/08
2009,Roraima,feb,153,1/1/09
2010,Roraima,feb,470,1/1/10
2011,Roraima,feb,112,1/1/11
2012,Roraima,feb,130,1/1/12
2013,Roraima,feb,62,1/1/13
2014,Roraima,feb,226,1/1/14
2015,Roraima,feb,418,1/1/15
2016,Roraima,feb,171,1/1/16
2017,Roraima,feb,129,1/1/17
1998,Roraima,mar,0,1/1/98
1999,Roraima,mar,98,1/1/99
2000,Roraima,mar,125,1/1/00
2001,Roraima,mar,1.108,1/1/01
2002,Roraima,mar,820,1/1/02
2003,Roraima,mar,1.131,1/1/03
2004,Roraima,mar,276,1/1/04
2005,Roraima,mar,244,1/1/05
2006,Roraima,mar,385,1/1/06
2007,Roraima,mar,665,1/1/07
2008,Roraima,mar,422,1/1/08
2009,Roraima,mar,176,1/1/09
2010,Roraima,mar,417,1/1/10
2011,Roraima,mar,91,1/1/11
2012,Roraima,mar,99,1/1/12
2013,Roraima,mar,179,1/1/13
2014,Roraima,mar,494,1/1/14
2015,Roraima,mar,163,1/1/15
2016,Roraima,mar,1.081,1/1/16
2017,Roraima,mar,216,1/1/17
1998,Roraima,apr,0,1/1/98
1999,Roraima,apr,16,1/1/99
2000,Roraima,apr,0,1/1/00
2001,Roraima,apr,380,1/1/01
2002,Roraima,apr,41,1/1/02
2003,Roraima,apr,268,1/1/03
2004,Roraima,apr,182,1/1/04
2005,Roraima,apr,22,1/1/05
2006,Roraima,apr,201,1/1/06
2007,Roraima,apr,58,1/1/07
2008,Roraima,apr,175,1/1/08
2009,Roraima,apr,115,1/1/09
2010,Roraima,apr,15,1/1/10
2011,Roraima,apr,108,1/1/11
2012,Roraima,apr,25,1/1/12
2013,Roraima,apr,87,1/1/13
2014,Roraima,apr,162,1/1/14
2015,Roraima,apr,278,1/1/15
2016,Roraima,apr,126,1/1/16
2017,Roraima,apr,51,1/1/17
1998,Roraima,may,0,1/1/98
1999,Roraima,may,0,1/1/99
2000,Roraima,may,7,1/1/00
2001,Roraima,may,9,1/1/01
2002,Roraima,may,0,1/1/02
2003,Roraima,may,0,1/1/03
2004,Roraima,may,2,1/1/04
2005,Roraima,may,1,1/1/05
2006,Roraima,may,0,1/1/06
2007,Roraima,may,0,1/1/07
2008,Roraima,may,8,1/1/08
2009,Roraima,may,219,1/1/09
2010,Roraima,may,3,1/1/10
2011,Roraima,may,4,1/1/11
2012,Roraima,may,18,1/1/12
2013,Roraima,may,4,1/1/13
2014,Roraima,may,58,1/1/14
2015,Roraima,may,12,1/1/15
2016,Roraima,may,22,1/1/16
2017,Roraima,may,29,1/1/17
1998,Roraima,jun,0,1/1/98
1999,Roraima,jun,3,1/1/99
2000,Roraima,jun,0,1/1/00
2001,Roraima,jun,1,1/1/01
2002,Roraima,jun,0,1/1/02
2003,Roraima,jun,0,1/1/03
2004,Roraima,jun,6,1/1/04
2005,Roraima,jun,5,1/1/05
2006,Roraima,jun,0,1/1/06
2007,Roraima,jun,1,1/1/07
2008,Roraima,jun,0,1/1/08
2009,Roraima,jun,16,1/1/09
2010,Roraima,jun,0,1/1/10
2011,Roraima,jun,6,1/1/11
2012,Roraima,jun,22,1/1/12
2013,Roraima,jun,6,1/1/13
2014,Roraima,jun,4,1/1/14
2015,Roraima,jun,3,1/1/15
2016,Roraima,jun,7,1/1/16
2017,Roraima,jun,4,1/1/17
1998,Roraima,jul,1,1/1/98
1999,Roraima,jul,4,1/1/99
2000,Roraima,jul,0,1/1/00
2001,Roraima,jul,1,1/1/01
2002,Roraima,jul,7,1/1/02
2003,Roraima,jul,0,1/1/03
2004,Roraima,jul,2,1/1/04
2005,Roraima,jul,2,1/1/05
2006,Roraima,jul,0,1/1/06
2007,Roraima,jul,3,1/1/07
2008,Roraima,jul,0,1/1/08
2009,Roraima,jul,18,1/1/09
2010,Roraima,jul,1,1/1/10
2011,Roraima,jul,9,1/1/11
2012,Roraima,jul,2,1/1/12
2013,Roraima,jul,4,1/1/13
2014,Roraima,jul,9,1/1/14
2015,Roraima,jul,5,1/1/15
2016,Roraima,jul,0,1/1/16
2017,Roraima,jul,3,1/1/17
1998,Roraima,aug,0,1/1/98
1999,Roraima,aug,1,1/1/99
2000,Roraima,aug,9,1/1/00
2001,Roraima,aug,4,1/1/01
2002,Roraima,aug,7,1/1/02
2003,Roraima,aug,2,1/1/03
2004,Roraima,aug,18,1/1/04
2005,Roraima,aug,9,1/1/05
2006,Roraima,aug,4,1/1/06
2007,Roraima,aug,2,1/1/07
2008,Roraima,aug,4,1/1/08
2009,Roraima,aug,29,1/1/09
2010,Roraima,aug,3,1/1/10
2011,Roraima,aug,39,1/1/11
2012,Roraima,aug,4,1/1/12
2013,Roraima,aug,3,1/1/13
2014,Roraima,aug,12,1/1/14
2015,Roraima,aug,11,1/1/15
2016,Roraima,aug,11,1/1/16
2017,Roraima,aug,35,1/1/17
1998,Roraima,sep,2,1/1/98
1999,Roraima,sep,3,1/1/99
2000,Roraima,sep,12,1/1/00
2001,Roraima,sep,1,1/1/01
2002,Roraima,sep,48,1/1/02
2003,Roraima,sep,6,1/1/03
2004,Roraima,sep,9,1/1/04
2005,Roraima,sep,72,1/1/05
2006,Roraima,sep,40,1/1/06
2007,Roraima,sep,9,1/1/07
2008,Roraima,sep,17,1/1/08
2009,Roraima,sep,117,1/1/09
2010,Roraima,sep,18,1/1/10
2011,Roraima,sep,53,1/1/11
2012,Roraima,sep,67,1/1/12
2013,Roraima,sep,18,1/1/13
2014,Roraima,sep,67,1/1/14
2015,Roraima,sep,77,1/1/15
2016,Roraima,sep,19,1/1/16
2017,Roraima,sep,43,1/1/17
1998,Roraima,oct,1,1/1/98
1999,Roraima,oct,10,1/1/99
2000,Roraima,oct,25,1/1/00
2001,Roraima,oct,13,1/1/01
2002,Roraima,oct,191,1/1/02
2003,Roraima,oct,14,1/1/03
2004,Roraima,oct,53,1/1/04
2005,Roraima,oct,88,1/1/05
2006,Roraima,oct,135,1/1/06
2007,Roraima,oct,15,1/1/07
2008,Roraima,oct,78,1/1/08
2009,Roraima,oct,197,1/1/09
2010,Roraima,oct,64,1/1/10
2011,Roraima,oct,65,1/1/11
2012,Roraima,oct,152,1/1/12
2013,Roraima,oct,63,1/1/13
2014,Roraima,oct,61,1/1/14
2015,Roraima,oct,181,1/1/15
2016,Roraima,oct,101,1/1/16
2017,Roraima,oct,156,1/1/17
1998,Roraima,nov,1,1/1/98
1999,Roraima,nov,15,1/1/99
2000,Roraima,nov,32,1/1/00
2001,Roraima,nov,76,1/1/01
2002,Roraima,nov,133,1/1/02
2003,Roraima,nov,27,1/1/03
2004,Roraima,nov,135,1/1/04
2005,Roraima,nov,135,1/1/05
2006,Roraima,nov,26,1/1/06
2007,Roraima,nov,112,1/1/07
2008,Roraima,nov,39,1/1/08
2009,Roraima,nov,312,1/1/09
2010,Roraima,nov,27,1/1/10
2011,Roraima,nov,121,1/1/11
2012,Roraima,nov,187,1/1/12
2013,Roraima,nov,106,1/1/13
2014,Roraima,nov,143,1/1/14
2015,Roraima,nov,280,1/1/15
2016,Roraima,nov,71,1/1/16
2017,Roraima,nov,327,1/1/17
1998,Roraima,dec,16,1/1/98
1999,Roraima,dec,35,1/1/99
2000,Roraima,dec,77,1/1/00
2001,Roraima,dec,76,1/1/01
2002,Roraima,dec,199,1/1/02
2003,Roraima,dec,157,1/1/03
2004,Roraima,dec,160,1/1/04
2005,Roraima,dec,71,1/1/05
2006,Roraima,dec,101,1/1/06
2007,Roraima,dec,8,1/1/07
2008,Roraima,dec,5,1/1/08
2009,Roraima,dec,290,1/1/09
2010,Roraima,dec,73,1/1/10
2011,Roraima,dec,249,1/1/11
2012,Roraima,dec,78,1/1/12
2013,Roraima,dec,65,1/1/13
2014,Roraima,dec,277,1/1/14
2015,Roraima,dec,304,1/1/15
2016,Roraima,dec,136,1/1/16
1998,Santa Catarina,jan,0,1/1/98
1999,Santa Catarina,jan,11,1/1/99
2000,Santa Catarina,jan,14,1/1/00
2001,Santa Catarina,jan,11,1/1/01
2002,Santa Catarina,jan,22,1/1/02
2003,Santa Catarina,jan,45,1/1/03
2004,Santa Catarina,jan,37,1/1/04
2005,Santa Catarina,jan,46,1/1/05
2006,Santa Catarina,jan,41,1/1/06
2007,Santa Catarina,jan,9,1/1/07
2008,Santa Catarina,jan,25,1/1/08
2009,Santa Catarina,jan,21,1/1/09
2010,Santa Catarina,jan,2,1/1/10
2011,Santa Catarina,jan,9,1/1/11
2012,Santa Catarina,jan,14,1/1/12
2013,Santa Catarina,jan,18,1/1/13
2014,Santa Catarina,jan,58,1/1/14
2015,Santa Catarina,jan,28,1/1/15
2016,Santa Catarina,jan,53,1/1/16
2017,Santa Catarina,jan,46,1/1/17
1998,Santa Catarina,feb,0,1/1/98
1999,Santa Catarina,feb,2,1/1/99
2000,Santa Catarina,feb,8,1/1/00
2001,Santa Catarina,feb,0,1/1/01
2002,Santa Catarina,feb,5,1/1/02
2003,Santa Catarina,feb,43,1/1/03
2004,Santa Catarina,feb,29,1/1/04
2005,Santa Catarina,feb,46,1/1/05
2006,Santa Catarina,feb,18,1/1/06
2007,Santa Catarina,feb,14,1/1/07
2008,Santa Catarina,feb,29,1/1/08
2009,Santa Catarina,feb,7,1/1/09
2010,Santa Catarina,feb,15,1/1/10
2011,Santa Catarina,feb,1,1/1/11
2012,Santa Catarina,feb,13,1/1/12
2013,Santa Catarina,feb,12,1/1/13
2014,Santa Catarina,feb,27,1/1/14
2015,Santa Catarina,feb,23,1/1/15
2016,Santa Catarina,feb,10,1/1/16
2017,Santa Catarina,feb,31,1/1/17
1998,Santa Catarina,mar,0,1/1/98
1999,Santa Catarina,mar,7,1/1/99
2000,Santa Catarina,mar,46,1/1/00
2001,Santa Catarina,mar,1,1/1/01
2002,Santa Catarina,mar,12,1/1/02
2003,Santa Catarina,mar,58,1/1/03
2004,Santa Catarina,mar,73,1/1/04
2005,Santa Catarina,mar,92,1/1/05
2006,Santa Catarina,mar,48,1/1/06
2007,Santa Catarina,mar,23,1/1/07
2008,Santa Catarina,mar,14,1/1/08
2009,Santa Catarina,mar,33,1/1/09
2010,Santa Catarina,mar,9,1/1/10
2011,Santa Catarina,mar,8,1/1/11
2012,Santa Catarina,mar,65,1/1/12
2013,Santa Catarina,mar,14,1/1/13
2014,Santa Catarina,mar,15,1/1/14
2015,Santa Catarina,mar,37,1/1/15
2016,Santa Catarina,mar,21,1/1/16
2017,Santa Catarina,mar,12,1/1/17
1998,Santa Catarina,apr,0,1/1/98
1999,Santa Catarina,apr,0,1/1/99
2000,Santa Catarina,apr,7,1/1/00
2001,Santa Catarina,apr,1,1/1/01
2002,Santa Catarina,apr,7,1/1/02
2003,Santa Catarina,apr,120,1/1/03
2004,Santa Catarina,apr,59,1/1/04
2005,Santa Catarina,apr,25,1/1/05
2006,Santa Catarina,apr,30,1/1/06
2007,Santa Catarina,apr,2,1/1/07
2008,Santa Catarina,apr,31,1/1/08
2009,Santa Catarina,apr,57,1/1/09
2010,Santa Catarina,apr,19,1/1/10
2011,Santa Catarina,apr,5,1/1/11
2012,Santa Catarina,apr,40,1/1/12
2013,Santa Catarina,apr,46,1/1/13
2014,Santa Catarina,apr,34,1/1/14
2015,Santa Catarina,apr,32,1/1/15
2016,Santa Catarina,apr,36,1/1/16
2017,Santa Catarina,apr,26,1/1/17
1998,Santa Catarina,may,0,1/1/98
1999,Santa Catarina,may,1,1/1/99
2000,Santa Catarina,may,0,1/1/00
2001,Santa Catarina,may,2,1/1/01
2002,Santa Catarina,may,3,1/1/02
2003,Santa Catarina,may,84,1/1/03
2004,Santa Catarina,may,2,1/1/04
2005,Santa Catarina,may,21,1/1/05
2006,Santa Catarina,may,33,1/1/06
2007,Santa Catarina,may,2,1/1/07
2008,Santa Catarina,may,15,1/1/08
2009,Santa Catarina,may,33,1/1/09
2010,Santa Catarina,may,1,1/1/10
2011,Santa Catarina,may,16,1/1/11
2012,Santa Catarina,may,60,1/1/12
2013,Santa Catarina,may,52,1/1/13
2014,Santa Catarina,may,42,1/1/14
2015,Santa Catarina,may,70,1/1/15
2016,Santa Catarina,may,26,1/1/16
2017,Santa Catarina,may,36,1/1/17
1998,Santa Catarina,jun,2,1/1/98
1999,Santa Catarina,jun,0,1/1/99
2000,Santa Catarina,jun,2,1/1/00
2001,Santa Catarina,jun,1,1/1/01
2002,Santa Catarina,jun,0,1/1/02
2003,Santa Catarina,jun,68,1/1/03
2004,Santa Catarina,jun,127,1/1/04
2005,Santa Catarina,jun,58,1/1/05
2006,Santa Catarina,jun,32,1/1/06
2007,Santa Catarina,jun,11,1/1/07
2008,Santa Catarina,jun,2,1/1/08
2009,Santa Catarina,jun,14,1/1/09
2010,Santa Catarina,jun,1,1/1/10
2011,Santa Catarina,jun,26,1/1/11
2012,Santa Catarina,jun,42,1/1/12
2013,Santa Catarina,jun,31,1/1/13
2014,Santa Catarina,jun,3,1/1/14
2015,Santa Catarina,jun,104,1/1/15
2016,Santa Catarina,jun,79,1/1/16
2017,Santa Catarina,jun,70,1/1/17
1998,Santa Catarina,jul,0,1/1/98
1999,Santa Catarina,jul,2,1/1/99
2000,Santa Catarina,jul,21,1/1/00
2001,Santa Catarina,jul,5,1/1/01
2002,Santa Catarina,jul,82,1/1/02
2003,Santa Catarina,jul,43,1/1/03
2004,Santa Catarina,jul,94,1/1/04
2005,Santa Catarina,jul,90,1/1/05
2006,Santa Catarina,jul,74,1/1/06
2007,Santa Catarina,jul,12,1/1/07
2008,Santa Catarina,jul,46,1/1/08
2009,Santa Catarina,jul,26,1/1/09
2010,Santa Catarina,jul,31,1/1/10
2011,Santa Catarina,jul,31,1/1/11
2012,Santa Catarina,jul,42,1/1/12
2013,Santa Catarina,jul,69,1/1/13
2014,Santa Catarina,jul,82,1/1/14
2015,Santa Catarina,jul,45,1/1/15
2016,Santa Catarina,jul,480,1/1/16
2017,Santa Catarina,jul,591,1/1/17
1998,Santa Catarina,aug,0,1/1/98
1999,Santa Catarina,aug,51,1/1/99
